Epoch, Loss, Policy Loss, Value Loss, Policy Accuracy, Value MSE
10,4.827038288116455,4.110935688018799,0.6906800866127014,0.15680000185966492,0.11783294379711151
20,4.4105377197265625,3.698911428451538,0.6888905167579651,0.20520000159740448,0.11849436163902283
30,4.131525993347168,3.422921895980835,0.6880378723144531,0.24379999935626984,0.1171618402004242
40,3.951904773712158,3.2435388565063477,0.6890726089477539,0.26600000262260437,0.11515843868255615
50,3.7473437786102295,3.0405709743499756,0.6883910894393921,0.29899999499320984,0.11825701594352722
60,3.6820456981658936,2.978271484375,0.6861754059791565,0.3028999865055084,0.11636576056480408
70,3.603346824645996,2.898738145828247,0.6876546144485474,0.31769999861717224,0.11714673787355423
10,4.916967868804932,4.2038445472717285,0.6888507008552551,0.14100000262260437,0.11691838502883911
20,4.43435001373291,3.723801612854004,0.6886875033378601,0.20679999887943268,0.1183907613158226
30,4.2027459144592285,3.494302749633789,0.688258945941925,0.23389999568462372,0.1172587051987648
40,3.9852805137634277,3.276639938354492,0.689672589302063,0.26759999990463257,0.11545559018850327
50,3.7738149166107178,3.066800594329834,0.6889697313308716,0.2904999852180481,0.11853514611721039
60,3.7034707069396973,2.997718572616577,0.6884515881538391,0.3005000054836273,0.11748411506414413
70,3.599245309829712,2.8953447341918945,0.687271237373352,0.31790000200271606,0.11695800721645355
80,3.5462534427642822,2.843197822570801,0.687010645866394,0.32109999656677246,0.11694637686014175
90,3.4798665046691895,2.7789249420166016,0.6854516267776489,0.33399999141693115,0.11743666976690292
100,3.4562432765960693,2.7542645931243896,0.6869652271270752,0.33320000767707825,0.11680977791547775
110,3.390122652053833,2.689970016479492,0.6856130957603455,0.3431999981403351,0.11574286967515945
120,3.355242967605591,2.658208131790161,0.6828448176383972,0.3506999909877777,0.11367734521627426
130,3.3260083198547363,2.6341865062713623,0.6778630018234253,0.3483999967575073,0.11336978524923325
140,3.274367570877075,2.5877578258514404,0.6728906631469727,0.36480000615119934,0.11067049205303192
150,3.316411018371582,2.634899616241455,0.6680585741996765,0.3476000130176544,0.10780879110097885
160,3.248089551925659,2.565190553665161,0.6696383953094482,0.3675999939441681,0.10737858712673187
170,3.2487053871154785,2.5640549659729004,0.6715995669364929,0.3578000068664551,0.10718335211277008
180,3.2154531478881836,2.540724754333496,0.6618648171424866,0.36329999566078186,0.10613056272268295
190,3.185295820236206,2.5102007389068604,0.6624118089675903,0.3677000105381012,0.10708436369895935
200,3.2106244564056396,2.53971004486084,0.6583477258682251,0.36309999227523804,0.10168156027793884
210,3.1938836574554443,2.5220553874969482,0.6593729257583618,0.36579999327659607,0.10457708686590195
220,3.1272454261779785,2.463998556137085,0.6509321331977844,0.37459999322891235,0.10104779899120331
230,3.138185977935791,2.473442316055298,0.6524950265884399,0.3732999861240387,0.09995751082897186
240,3.133390188217163,2.468926429748535,0.6523096561431885,0.3749000132083893,0.10107504576444626
250,3.1110079288482666,2.4461452960968018,0.6528087258338928,0.37599998712539673,0.10204600542783737
260,3.1525988578796387,2.4899966716766357,0.650630533695221,0.3634999990463257,0.10042380541563034
270,3.08849835395813,2.4245917797088623,0.6519861221313477,0.3831000030040741,0.09893803298473358
280,3.0504202842712402,2.3955559730529785,0.6430289149284363,0.38690000772476196,0.0970584824681282
290,3.081667423248291,2.421525239944458,0.6483560800552368,0.37549999356269836,0.09965333342552185
300,3.081453323364258,2.4269447326660156,0.6427701711654663,0.3767000138759613,0.09714189171791077
310,3.0520384311676025,2.396284580230713,0.6440439224243164,0.3871999979019165,0.09625711292028427
320,3.0512588024139404,2.393120050430298,0.6464625597000122,0.3847000002861023,0.09730332344770432
330,3.076022148132324,2.4186301231384277,0.645729660987854,0.37400001287460327,0.09573374688625336
340,3.059258460998535,2.407116174697876,0.6405046582221985,0.3815000057220459,0.09471047669649124
350,3.0495059490203857,2.392908811569214,0.6449942588806152,0.38519999384880066,0.09782539308071136
360,3.0348246097564697,2.3796865940093994,0.6435632109642029,0.38830000162124634,0.09724567085504532
370,3.0268056392669678,2.3750860691070557,0.6401482820510864,0.3862000107765198,0.09771130234003067
380,3.0094716548919678,2.3594210147857666,0.6385024785995483,0.3896999955177307,0.09587743133306503
390,3.0318315029144287,2.379464864730835,0.6408281326293945,0.38100001215934753,0.09366513788700104
400,3.011024236679077,2.3580691814422607,0.6414192318916321,0.39259999990463257,0.09581153839826584
410,3.013871431350708,2.360837459564209,0.6415121555328369,0.3865000009536743,0.09649426490068436
420,3.0522704124450684,2.3984880447387695,0.642266035079956,0.38519999384880066,0.09630203992128372
430,3.0012190341949463,2.350933790206909,0.6387724876403809,0.38510000705718994,0.09587589651346207
440,3.029416084289551,2.378620147705078,0.6392872333526611,0.3880000114440918,0.09506136178970337
450,3.0210678577423096,2.3719489574432373,0.63761305809021,0.39100000262260437,0.09417609125375748
460,2.997178792953491,2.3407669067382812,0.6449055075645447,0.39559999108314514,0.09655359387397766
470,3.024940252304077,2.3751683235168457,0.6382673382759094,0.3846000134944916,0.09482786804437637
480,3.0007927417755127,2.349137544631958,0.6401509642601013,0.3928999900817871,0.09476686269044876
490,2.965245246887207,2.3166627883911133,0.6370790004730225,0.40230000019073486,0.09326174110174179
500,3.005871295928955,2.351815700531006,0.6425517797470093,0.38179999589920044,0.09687574952840805
